,sentence_id,words,labels
4862,1070,Li,B-PER
12509,3080,Uchuraqay,B-LOC
14375,4182,nos,I-LOC
829,189,José,B-PER
4542,1000,pusapuna,O
900,205,mama,I-ORG
12475,3065,Andrés,B-LOC
7418,1639,Piluta,B-ORG
10766,2373,.,O
1071,243,Rurrenabaque,B-LOC
11543,2647,distritu,I-LOC
6928,1528,Robert,B-PER
12411,3037,pruwinsya,I-LOC
11890,2798,distritu,I-LOC
13434,3566,wamp'uwatana,I-LOC
13133,3360,distritu,I-LOC
10970,2415,(,O
12553,3101,San,B-LOC
8489,1869,Kachachi,B-LOC
9078,2002,'Phoenicopterus,O
5875,1297,.,O
14211,4079,Cerro,I-LOC
4776,1049,Emilio,B-PER
6169,1361,Andrade,I-PER
7277,1608,llaqta,I-ORG
13491,3600,Bautista,I-LOC
11177,2486,Portugal,B-LOC
526,124,',O
7894,1739,suyu,I-ORG
7862,1733,Piluta,B-ORG
15058,4588,Victor,B-PER
17516,5432,Pichqa,B-LOC
5736,1268,.,O
10797,2378,',O
474,113,",",O
13260,3447,Qunayqa,B-LOC
3023,673,Piluta,B-ORG
711,163,(,O
10427,2301,'Tinamotis,O
15993,4950,y,I-PER
12728,3183,Uqshamarka,B-LOC
17408,5392,sach'a,I-LOC
15064,4590,Manuel,I-PER
3350,744,Piluta,B-ORG
11288,2546,Lima,B-LOC
14125,4027,Parinari,B-LOC
14744,4412,Puqullay,B-LOC
7518,1658,-,O
1135,259,REDIRECCIÓN,O
1667,369,Piluta,B-ORG
15357,4716,Alicia,B-PER
15850,4904,Salgari,I-PER
1277,289,.,O
2648,587,Simi,I-ORG
9866,2171,(,I-LOC
9197,2029,Pachantin,I-ORG
9121,2013,Pachantin,I-ORG
14094,4009,pruwinsya,I-LOC
15463,4752,Bertolucci,I-PER
5068,1109,.,O
8758,1927,',O
16907,5242,Raúl,B-PER
3131,697,Sama,B-ORG
5757,1272,',O
12379,3023,Mullintu,B-LOC
11297,2550,Lurigancho,B-LOC
6132,1353,Griguryu,B-PER
1627,360,wari,I-ORG
12349,3009,Tisku,B-LOC
9391,2074,Nycticorax,O
6297,1387,``,I-LOC
11428,2599,distritu,I-LOC
9919,2184,/,O
7936,1750,amachasqa,I-ORG
370,89,Kupa,I-ORG
17215,5348,kancha,I-LOC
14120,4022,Manseriche,B-LOC
4297,951,(,I-LOC
9801,2157,ferrocarril,O
11155,2472,Kusilluchaka,B-LOC
1676,370,',O
6981,1541,PUSAPUNA,O
2731,608,Chilipi,B-ORG
6308,1389,Pachantin,I-ORG
11897,2802,Parupampa,B-LOC
389,94,(,O
17346,5379,Tumpis,B-LOC
4803,1056,PUSAPUNA,O
11373,2574,distritu,I-LOC
16299,5054,Feliciano,I-PER
7260,1604,),O
7341,1623,Hayt'ay,I-ORG
2917,651,'Anas,O
10084,2224,',O
16682,5167,Talamantes,I-PER
1417,319,Buliwya,B-LOC
17550,5459,Vietnampa,B-LOC
783,178,Manuel,B-PER
765,173,Abe,I-PER
7736,1705,Wila,B-LOC
5003,1097,Umallqmi,O
3828,853,Yawatisuyu,B-LOC
2641,585,llaqta,I-ORG
7628,1679,Qhichwa,B-LOC
17292,5367,willkachasqa,I-LOC
81,19,",",O
8379,1851,',O
16793,5205,Neruda,I-PER
427,104,Hayt'ay,I-ORG
7018,1549,mama,I-ORG
5569,1228,.,O
2416,533,FC,I-ORG
2185,483,Piruwanu,B-ORG
8723,1920,Pachantin,I-ORG
9989,2200,(,I-LOC
10789,2376,rhombeus,O
8605,1894,distritu,I-LOC
8578,1888,sp,O
14170,4050,Jenaro,B-LOC
17440,5399,suyu,I-LOC
14050,3976,Quchamarka,B-LOC
7076,1560,.,O
8324,1838,**,O
10925,2405,Kiwicha,B-LOC
1480,331,',O
6464,1424,.,O
1179,269,.,O
278,67,(,I-LOC
12540,3094,distritu,I-LOC
3594,802,',O
5806,1281,suyu,I-LOC
2592,575,Piluta,B-ORG
12764,3200,distritu,I-LOC
8658,1904,',O
11778,2748,distritu,I-LOC
16871,5229,Valer,I-PER
7029,1552,Uma,B-LOC
9876,2174,pusapuna,O
356,87,",",O
7852,1730,10,O
4893,1075,munisipyu,I-LOC
11833,2773,distritu,I-LOC
8332,1840,Hamp'atu,B-LOC
17359,5382,Willa,B-LOC
5730,1267,**,O
6153,1358,Hayt'ay,I-ORG
12927,3263,distritu,I-LOC
16131,4998,Herman,B-PER
7759,1711,Piluta,B-ORG
12337,3003,Maqa,B-LOC
10537,2324,',O
4355,963,-,O
15068,4591,Ernesto,I-PER
7927,1747,awqaq,I-PER
4780,1050,amachasqa,I-ORG
11187,2493,Carlos,I-LOC
10368,2288,Wik'uñakuna,B-ORG
16770,5199,Torrijos,I-PER
12658,3151,Wampalpa,B-LOC
3809,850,",",O
17519,5433,qucha,I-LOC
11183,2491,llajtata,I-LOC
8980,1980,San,B-ORG
10105,2229,George,B-PER
9480,2092,Ramón,I-LOC
14738,4410,Yarada,I-LOC
7376,1630,Kupa,I-ORG
559,132,Kupa,I-ORG
6706,1478,Mar,I-PER
16052,4967,Vega,I-PER
5947,1313,Pachantin,I-ORG
12583,3114,Upawachu,B-LOC
13967,3927,Waral,B-LOC
3492,780,.,O
12055,2878,Urupisa,B-LOC
6258,1379,),O
5660,1251,.,O
15949,4939,Saverio,I-PER
10353,2284,',O
10938,2408,Hayt'ay,I-ORG
12088,2893,distritu,I-LOC
13095,3343,Suyk'utampu,B-LOC
2457,543,',O
16396,5078,los,I-PER
17145,5323,Juana,B-PER
10414,2297,),O
6443,1420,',O
6373,1403,pruwinsya,I-LOC
10402,2295,Kupa,I-ORG
14819,4453,Yarinaqucha,B-LOC
9119,2012,Terry,I-PER
10404,2296,***,O
3573,798,",",O
9967,2195,8,O
7185,1587,llaqta,I-LOC
5132,1124,',O
6098,1344,',O
4725,1038,de,O
6206,1371,PUSAPUNA,O
7600,1672,",",O
10670,2351,Barreda,I-PER
7224,1596,),O
1545,344,Fukuda,I-PER
11047,2432,Shinzo,B-PER
15484,4760,Alves,I-PER
10736,2366,Wiraqucha,I-PER
1012,230,Kunti,B-LOC
1040,237,.,O
1096,249,PUSAPUNA,O
16176,5013,Manuel,I-PER
773,175,7,O
17230,5352,Antikuna,I-LOC
13935,3911,distritu,I-LOC
16045,4964,Batistuta,I-PER
2325,512,(,I-PER
961,218,nina,I-LOC
11194,2499,Kashamarka,B-LOC
4331,958,Galeras,I-ORG
2000,437,de,I-PER
5394,1185,Kupa,I-ORG
8125,1793,Piluta,B-ORG
3740,835,Nasa,I-LOC
12367,3017,distritu,I-LOC
11712,2721,Markara,B-LOC
13105,3348,Maranura,B-LOC
8000,1762,Inka,I-PER
9482,2092,",",O
2488,550,PUSAPUNA,O
9437,2083,distritu,I-LOC
12122,2909,distritu,I-LOC
9134,2016,',O
12265,2967,distritu,I-LOC
4000,889,suyup,I-ORG
7383,1631,Q'imi,B-LOC
392,94,),O
8783,1933,Martin,B-PER
15410,4733,Calderón,I-PER
2602,577,Caesar,I-PER
260,62,la,I-ORG
16686,5169,Mercedes,B-PER
1305,294,Philologe,O
15430,4741,Pérez,I-PER
7326,1620,redirección,O
12521,3085,distritu,I-LOC
12644,3144,Wankaraylla,B-LOC
3858,862,Markus,I-ORG
6894,1521,wasip,O
3866,863,Curie,I-PER
137,32,Pachantin,I-ORG
6156,1358,2002,I-ORG
288,70,qucha,I-LOC
7051,1556,6.025,O
7010,1547,Walla,I-LOC
3929,874,Ariqipa,B-LOC
13556,3636,San,B-LOC
3567,796,mama,I-LOC
8385,1852,suyu,I-LOC
10499,2317,.,O
15851,4905,Emilio,B-PER
4513,994,Kuntur,B-LOC
3713,828,',O
1842,402,Mamallaqtap,I-ORG
3021,672,administrative,O
10694,2356,',O
16407,5081,Pereda,I-PER
5320,1170,Kupa,I-ORG
15602,4804,Carlos,B-PER
14516,4280,Platiriya,B-LOC
5874,1296,.,O
304,74,.,O
6529,1438,(,O
10018,2207,(,I-LOC
7421,1639,1982,I-ORG
3305,735,Hatun,B-LOC
983,224,',O
14001,3947,San,B-LOC
8212,1815,warkurinapaq,I-ORG
10516,2319,.,O
11661,2697,distritu,I-LOC
12312,2990,distritu,I-LOC
4702,1032,San,I-PER
8053,1775,Philipp,I-PER
16304,5055,Quezada,I-PER
13418,3557,distritu,I-LOC
17048,5290,Francisca,I-PER
6249,1378,Dino,B-PER
4898,1076,Yawar,B-ORG
172,42,PUSAPUNA,O
10712,2361,Günter,B-PER
6481,1428,Beckenbauer,I-PER
4712,1034,gryphus,O
9805,2158,Pachantin,I-ORG
11372,2574,Triunfo,I-LOC
2092,460,flora,I-ORG
3188,709,Mayu,B-LOC
6403,1411,Vicente,B-ORG
4595,1013,Suyt'u,B-LOC
10944,2409,Waqllisqan,I-ORG
8370,1849,Franz,B-PER
6109,1347,mayu,I-LOC
16782,5202,Oswaldo,B-PER
1120,255,Mana,B-ORG
13190,3389,Tayaqaqa,B-LOC
677,155,churarikusa,I-ORG
7458,1646,Siwis,B-LOC
1608,357,-,O
9914,2183,.,O
947,216,.,O
611,143,'Nycticorax,O
11103,2445,(,I-ORG
14225,4089,Q'uwa,B-LOC
17282,5365,willkachasqa,I-LOC
230,55,.,O
13400,3550,Valdizán,I-LOC
2371,524,Ch'aphi,B-LOC
12641,3142,distritu,I-LOC
4066,902,Uma,B-LOC
9160,2022,llaqta,I-ORG
7367,1628,José,B-PER
11647,2690,pruwinsya,I-LOC
8288,1830,tomentosa,O
889,202,distritu,I-LOC
12780,3208,distritu,I-LOC
1609,357,14,O
10106,2229,Walker,I-PER
4090,908,spp,O
6682,1473,Qhapaq,I-LOC
15110,4608,Zúñigaqa,I-PER
16391,5077,Cabrera,I-PER
1926,422,3,O
9515,2097,parki,I-ORG
16315,5058,Hipólito,I-PER
17382,5387,risirwa,I-LOC
17204,5345,willkachasqa,I-LOC
7214,1594,Binidiktu,B-PER
967,219,.,O
12335,3002,Lluta,B-LOC
16672,5164,Planck,I-PER
9964,2194,),O
12767,3202,Qiruqutu,B-LOC
3440,767,Mamallaqtap,I-ORG
5822,1284,distritu,I-LOC
9833,2164,anta,I-LOC
10792,2377,amachasqa,I-ORG
1673,370,waman,I-LOC
14767,4427,Canoas,B-LOC
10706,2359,(,I-LOC
8387,1852,Kashapampa,B-LOC
9830,2163,.,O
6906,1524,Qhipaqnin,O
10064,2218,Pachantin,I-ORG
8007,1764,Piluta,B-ORG
16530,5124,Manuel,B-PER
7839,1726,willkachasqa,I-ORG
3025,673,Pachantin,I-ORG
8686,1910,Wen,B-PER
1299,294,",",O
5761,1273,Piluta,B-ORG
10714,2361,11,O
16223,5029,Jean,B-PER
6421,1415,Pachantin,I-ORG
4339,960,Santu,B-LOC
9278,2047,Kay,O
1744,383,Edgardo,B-PER
5267,1157,wat'akuna,I-LOC
9384,2073,Hayt'ay,I-ORG
17057,5292,Arguedas,I-PER
6105,1346,Eisenhower,I-PER
16668,5164,Max,B-PER
3939,875,",",O
17340,5377,risirwa,I-LOC
4332,958,mama,I-ORG
14637,4353,distritu,I-LOC
11590,2663,Chinchipi,I-LOC
5808,1282,'Azorella,O
12212,2948,Sach'aka,B-LOC
7140,1576,),O
8027,1769,Rodríguez,I-PER
8369,1848,.,O
1189,271,colaboración,O
8083,1783,distrituqa,O
478,113,Ballivián,I-LOC
12526,3088,Anchiway,B-LOC
568,134,',O
8521,1877,Yale,B-ORG
15664,4830,Morad,I-PER
1531,341,.,O
14235,4097,Kuchunwaya,B-LOC
12074,2886,distritu,I-LOC
16311,5057,Del,I-PER
15612,4809,María,B-PER
6788,1497,pruwinsya,I-LOC
4003,890,',O
17168,5333,Widmaier,I-PER
16774,5200,Avilés,I-PER
6733,1484,),I-LOC
14590,4327,Yaku,I-LOC
3893,866,',O
7115,1568,Fe,I-LOC
7740,1706,Law,I-PER
3459,771,),I-LOC
1850,404,mamallaqta,I-ORG
2121,467,.,O
1696,375,Manuel,B-PER
14817,4452,Musuq,B-LOC
7305,1616,**,O
599,140,Georgi,B-PER
10293,2271,.,O
2118,467,Jürgen,B-PER
1957,428,Clarinetto,O
8665,1905,',O
12991,3293,distritu,I-LOC
10475,2311,walla,I-ORG
2728,606,2006,I-ORG
3947,877,.,O
8516,1876,",",O
159,38,Pedro,I-LOC
9298,2050,Barca,I-PER
7011,1547,(,I-LOC
10776,2374,NAZARETH,I-PER
11068,2437,.,O
5475,1203,T'uru,B-ORG
4516,995,San,B-LOC
4544,1000,von,I-PER
10094,2226,毛泽东,O
2527,560,(,O
13266,3453,Yawli,B-LOC
7584,1668,),O
17107,5309,Vicente,B-PER
8093,1785,María,B-PER
4907,1077,',O
16257,5042,Amado,I-PER
11325,2560,distritu,I-LOC
8736,1922,Amarumayu,I-LOC
2747,611,',O
15848,4903,Colombo,I-PER
17417,5394,San,I-LOC
3168,704,Amaru,I-PER
2838,633,(,O
11925,2815,del,I-LOC
7387,1632,Universitario,B-ORG
1755,386,Piruw,B-ORG
16170,5011,Loyola,I-PER
9405,2077,',O
13558,3636,distritu,I-LOC
14680,4377,Chasuta,B-LOC
7688,1694,',O
7488,1651,.,O
2523,559,Lima,I-LOC
10688,2355,.,O
12362,3015,Mayu,I-LOC
3599,803,parki,I-ORG
5566,1226,(,I-PER
14635,4352,distritu,I-LOC
13162,3375,Kusipata,B-LOC
14898,4513,Edwinta,B-PER
7742,1706,.,O
2172,479,mama,I-ORG
14362,4175,Mori,I-LOC
3549,791,PUSAPUNA,O
16922,5247,Elías,I-PER
15914,4927,Félix,B-PER
13191,3389,pruwinsya,I-LOC
17075,5299,Monje,I-PER
13284,3467,Wayakuntu,B-LOC
8776,1931,willakuy,I-PER
15061,4589,Velasco,I-PER
17239,5354,mamallaqta,I-LOC
2879,643,",",O
16301,5055,José,B-PER
14999,4577,Yachay,I-ORG
17217,5349,Mariya,I-LOC
15912,4926,Gregor,I-PER
5640,1246,Yachay,I-ORG
15761,4870,Estanislao,B-PER
5600,1235,',O
10521,2320,.,O
5274,1159,),O
8740,1923,Jatun,I-ORG
945,215,amachana,I-LOC
11978,2841,pruwinsya,I-LOC
1474,330,7,O
6878,1518,pruwinsya,I-LOC
10259,2262,1982,I-ORG
10329,2279,Qullqa,I-ORG
5929,1308,.,O
13286,3468,Waytara,B-LOC
9015,1989,Sunin,B-LOC
11789,2754,Rawapampa,B-LOC
17040,5288,Tayta,B-PER
6919,1526,(,I-LOC
7517,1658,Avogadro,I-PER
10049,2214,Rikch'arimuy,I-ORG
15911,4926,Mac,I-PER
14154,4044,Manuel,I-LOC
3617,808,sach'a,I-LOC
12554,3101,Huwan,I-LOC
1159,263,Yana,B-LOC
2361,522,.,O
17520,5434,Amayani,B-LOC
17081,5301,Toribio,B-PER
4292,950,',O
7895,1740,REDIRECCIÓN,O
5127,1122,(,I-LOC
11923,2814,distritu,I-LOC
13281,3464,Kapillas,I-LOC
2890,646,PUSAPUNA,O
16862,5226,Michelsen,I-PER
2432,538,Kuntur,B-LOC
16187,5017,Rubén,B-PER
10215,2252,.,O
4997,1095,parki,I-ORG
2967,661,Piluta,B-ORG
8453,1862,**,O
16855,5224,Santana,I-PER
13617,3677,Sañu,B-LOC
14788,4434,de,I-LOC
16877,5232,Ponciano,B-PER
1131,258,luwichu,I-LOC
8757,1927,Alvarado,I-PER
13110,3350,distritu,I-LOC
14086,4006,Wiñaq,B-LOC
15999,4951,Ríos,I-PER
5321,1170,1974,I-ORG
8563,1886,T'ula,B-LOC
11456,2613,San,B-LOC
13167,3377,distritu,I-LOC
6326,1393,Pastasa,B-LOC
14231,4093,Algarrobal,I-LOC
15781,4876,Magna,I-PER
6539,1440,waqar,I-LOC
2018,442,Piluta,B-ORG
2541,564,Qusqu,B-LOC
4782,1050,suyukuna,I-ORG
12983,3289,distritu,I-LOC
7525,1658,-,O
3063,681,qhapaq,I-ORG
103,24,Hayt'ay,I-ORG
10219,2254,Piluta,B-ORG
9909,2182,1970,I-ORG
3803,849,Sunturnin,I-ORG
3396,755,Lima,B-LOC
5091,1114,Kumunista,I-ORG
3198,711,-,O
16507,5114,Arhintinap,I-PER
2896,647,(,O
5575,1229,',O
12972,3284,Kumbinsyun,B-LOC
12734,3186,Sucre,B-LOC
11206,2509,Qallaw,B-LOC
962,218,),I-LOC
5989,1320,',O
8029,1769,Mendoza,I-PER
17490,5419,Chuqllu,B-LOC
4309,953,Qupaqhawanapi,I-ORG
15955,4941,Antonio,I-PER
9159,2022,Sankay,B-ORG
15582,4795,Juan,B-PER
1894,414,mamallaqta,I-ORG
12410,3037,Lamar,B-LOC
16083,4980,Kelly,I-PER
14936,4543,Kuczynskim,I-PER
5001,1096,),O
7048,1556,Wallqa,B-LOC
14282,4127,Wachun,B-LOC
2677,594,Oscar,B-PER
9487,2092,Inkisiwi,B-LOC
8772,1930,llaqta,I-ORG
12840,3229,distritu,I-LOC
14797,4438,Sarumilla,B-LOC
5125,1122,PUSAPUNA,O
2970,662,runakunap,I-ORG
12381,3024,Punta,B-LOC
8860,1951,José,B-PER
7413,1638,suyu,I-LOC
1464,328,sp,O
9883,2176,Hiroshima,B-LOC
5455,1199,(,O
7954,1753,Shinzo,B-PER
17041,5288,Rodolfoqa,I-PER
4039,895,Gabriel,I-PER
12607,3125,distritu,I-LOC
7547,1662,Q'imi,B-LOC
8219,1817,Hermosillo,B-LOC
10445,2305,huk,O
16130,4997,Blaize,I-PER
13115,3352,distritu,I-LOC
12873,3243,San,B-LOC
11999,2852,Pichirwa,B-LOC
16787,5203,Shuña,I-PER
5971,1316,pruwinsya,I-LOC
2430,537,Kupa,I-ORG
12260,2965,distritu,I-LOC
10599,2337,de,I-PER
10926,2405,(,O
415,101,Hayt'ay,I-ORG
5559,1224,Prado,I-PER
15146,4627,O’Neill,I-PER
9536,2102,Agustín,I-ORG
8161,1802,**,O
13987,3942,distritu,I-LOC
296,72,wari,I-ORG
10124,2233,Sunturnin,I-ORG
1085,246,),I-LOC
10401,2295,Pachantin,I-ORG
17074,5299,Tomás,B-PER
12501,3076,distritu,I-LOC
16248,5038,John,B-PER
8459,1863,sallqa,I-ORG
16812,5212,Ludwig,I-PER
15260,4679,Pérez,I-PER
6525,1437,'Ochroma,O
16558,5131,Domenico,I-PER
16674,5165,Marcelo,I-PER
7074,1560,XIII,I-PER
3847,859,'Tayassu,O
17195,5342,mayu,I-LOC
2767,616,',O
10494,2316,',O
1835,400,sechurae,O
2707,603,von,I-PER
12076,2887,distritu,I-LOC
16740,5187,Anelka,I-PER
3159,702,(,O
10217,2253,',O
10137,2237,(,O
12395,3029,distritu,I-LOC
5888,1299,Kits,I-LOC
15548,4781,Charles,B-PER
9216,2033,sutichasqa,O
5986,1319,Kupa,I-ORG
9069,2000,suyu,I-LOC
13388,3542,Hisus,B-LOC
1214,276,',O
13692,3742,Markapumaqucha,B-LOC
3153,701,',O
15349,4714,Alfredo,B-PER
3817,852,Kimsa,B-ORG
6076,1339,),I-LOC
11423,2597,distritu,I-LOC
15721,4853,Maccioti,I-PER
10038,2210,.,O
14939,4544,Tassom,I-PER
12664,3154,Celendín,B-LOC
7875,1735,y,I-PER
13710,3753,Chimu,I-LOC
160,39,Tunki,B-LOC
2222,490,),O
5723,1264,',O
16433,5088,Ribeyro,I-PER
8169,1804,Velasco,I-PER
8142,1797,Hayt'ay,I-ORG
12267,2968,distritu,I-LOC
10207,2251,San,I-ORG
11442,2606,distritu,I-LOC
4330,958,Napu,I-ORG
2931,654,.,O
16189,5017,Ugarte,I-PER
8192,1810,',O
10768,2373,Michel,B-PER
4480,987,van,I-PER
14473,4242,Waqullani,B-LOC
8150,1799,'Pecari,O
7008,1546,),O
16445,5091,Engels,I-PER
9463,2089,llaqtanqa,I-LOC
7536,1660,Flórián,B-PER
13480,3597,Pueblo Nuevo,B-LOC
11128,2450,Pachantin,I-ORG
11817,2766,Wayan,B-LOC
3037,676,.,O
15601,4803,Francisco,I-PER
5605,1236,T'uru,B-ORG
2517,557,James,B-PER
7932,1748,Suntur,I-ORG
12638,3141,Sarwa,B-LOC
10163,2243,sach'awaka,I-LOC
12236,2957,Vitor,B-LOC
2017,441,),O
3607,805,),O
273,66,",",O
17019,5281,de,I-PER
7750,1708,Melgar,I-LOC
2217,489,Paqaqi,I-ORG
2845,634,',O
2300,505,1921-1925,O
2524,559,),I-LOC
12805,3218,distritu,I-LOC
13680,3734,P'allqamayu,B-LOC
3614,807,',O
8632,1900,mama,I-ORG
5824,1284,pruwinsya,I-LOC
4956,1087,pusapuna,O
876,200,.,O
14278,4124,Bolívar,I-LOC
146,34,.,O
8476,1867,parki,I-ORG
4456,983,5.607,O
12024,2864,distritu,I-LOC
11418,2595,Recta,B-LOC
5089,1114,pusapuna,O
13724,3759,Utusku,B-LOC
13267,3454,Ayawi,B-LOC
3473,775,',O
15298,4694,Suárez,I-PER
15810,4887,Eduardo,B-PER
12640,3142,Wamankikya,B-LOC
10988,2418,suyu,I-ORG
5999,1322,Andrés,B-PER
11643,2688,pruwinsya,I-LOC
4913,1078,Kutupaksi,B-ORG
15019,4581,de,I-ORG
5206,1141,-,O
1083,246,(,I-LOC
6379,1403,Urupampa,B-LOC
12677,3160,San,B-LOC
1528,339,.,O
6141,1355,),O
13338,3502,Fransisku,I-LOC
8091,1784,',O
17126,5316,van,I-PER
8130,1794,Francisco,B-PER
9135,2016,Uruwayi,B-LOC
484,115,Kunsipsyun]],O
10281,2268,Wallqa,B-LOC
6250,1378,Zoff,I-PER
16744,5189,Guillén,I-PER
628,145,Kupa,I-ORG
11686,2709,Abelardo,B-LOC
6753,1490,Piluta,B-ORG
4918,1079,',O
9175,2025,(,O
5231,1149,Rimana,I-ORG
3308,736,Buliwyap,B-LOC
14479,4247,Willk'i,I-LOC
2829,631,Pachantin,I-ORG
2479,548,",",O
3720,830,1.5,O
13163,3375,distritu,I-LOC
897,205,Fray,B-ORG
14650,4363,San,B-LOC
13957,3920,Chankay,B-LOC
5463,1201,(,O
14333,4157,distritu,I-LOC
2338,516,',O
13245,3434,Quris,B-LOC
7268,1606,Ramón,I-PER
13342,3503,distritu,I-LOC
6954,1535,.,O
9429,2082,mamallaqta,I-ORG
4473,987,Joseph,B-PER
15256,4678,Cesar,B-PER
4638,1019,.,O
11877,2792,Uqrus,B-LOC
1263,287,Hayt'ay,I-ORG
14511,4275,Chukuwitu,B-LOC
9167,2023,',O
11875,2791,Chillkas,B-LOC
5678,1255,PUSAPUNA,O
10522,2321,',O
16995,5274,Sávio,B-PER
13039,3317,Tupaq,B-LOC
10165,2243,pinchaque,O
6670,1471,),O
14566,4316,Pikuta,B-LOC
10683,2355,.,O
1632,361,Wasin,I-ORG
4062,901,.,O
1022,232,PUSAPUNA,O
3708,827,ch'unqa,I-LOC
1975,431,Main,I-LOC
8718,1918,pruwinsya,I-LOC
15341,4712,Alberdi,I-PER
11192,2497,Awahun,B-LOC
12939,3268,Pablo,I-LOC
13642,3699,Chikchi,I-LOC
16213,5025,Zanetti,I-PER
4553,1003,),O
1173,266,parki,I-ORG
6781,1496,Chakamarka,B-ORG
1618,358,.,O
9896,2179,.,O
12290,2979,distritu,I-LOC
4282,948,de,I-LOC
14101,4012,Maynas,B-LOC
8960,1974,Sunturnin,I-ORG
522,123,Pachantin,I-ORG
5015,1100,qucha,I-ORG
10559,2328,Van,I-PER
5344,1177,.,O
2694,600,Basilika,O
13024,3309,distritu,I-LOC
15571,4790,Jiménez,I-PER
6770,1493,Ivanov,I-PER
3664,817,Chaku,I-LOC
8009,1764,Kupa,I-ORG
9998,2203,.,O
14398,4196,Los,B-LOC
10523,2321,José,B-PER
5269,1158,Huñun,I-LOC
16763,5197,Olga,B-PER
7565,1665,),O
2867,639,),I-ORG
5028,1101,hap'ispa,O
15490,4762,Bianchi,I-PER
10388,2292,María,I-PER
6900,1522,2014,I-ORG
9932,2188,',O
10,2,.,O
1233,280,),O
7616,1676,Pachantin,I-ORG
11454,2612,Ullirus,B-LOC
285,69,Ziyang,I-PER
14061,3987,K'allampa,B-LOC
6800,1500,risirwa,I-ORG
9594,2114,Kaká,B-PER
13481,3597,distritu,I-LOC
4399,972,Wallan,I-LOC
12140,2917,distritu,I-LOC
15863,4909,Enrico,B-PER
1046,238,-,O
16342,5065,Joseph,B-PER
4801,1055,',O
14517,4281,Qapachiqa,B-LOC
15279,4686,Calderón,I-PER
7441,1643,suwaq'ara,I-LOC
5890,1300,**,O
11094,2443,Wiña,B-LOC
5375,1184,",",O
10197,2250,pusapuna,O
768,174,2007,O
16185,5016,Elizabeth,B-PER
6362,1401,(,O
16423,5085,Jaramillo,I-PER
16645,5156,Martín,B-PER
12376,3021,distritu,I-LOC
604,141,suyup,I-ORG
14895,4510,Eusebioga,B-PER
13132,3360,Pillpintu,B-LOC
10405,2296,Quwapaq,B-LOC
12697,3169,Q'asa,B-LOC
5764,1273,Kupa,I-ORG
16059,4971,Orwell,I-PER
16202,5022,Ventura,I-PER
15535,4777,Sandino,I-PER
5205,1141,David,B-PER
10419,2299,",",O
1732,380,',O
11393,2583,distritu,I-LOC
17267,5361,willkachasqa,I-LOC
14452,4224,distritu,I-LOC
13367,3525,Punchaw,B-LOC
5951,1314,',O
13101,3346,Icharati,B-LOC
5906,1303,suyuntu,I-LOC
14321,4152,Lalaquiz,B-LOC
3908,869,Castilla,I-PER
7879,1736,',O
12389,3026,distritu,I-LOC
11606,2671,Waylla,B-LOC
671,154,),O
12899,3252,Gálvez,I-LOC
1600,355,Hayt'ay,I-ORG
13444,3576,Uchuk,B-LOC
7139,1576,(,O
16486,5108,Olmedo,I-PER
6510,1434,risirwa,I-LOC
6245,1377,pruwinsya,I-LOC
16487,5109,Luisa,B-PER
15447,4747,Porras,I-PER
7846,1729,Phiruru,B-ORG
9697,2137,),O
8504,1874,mama,I-LOC
9737,2145,Saquisilí,O
16547,5128,Garduño,I-PER
11367,2573,Salvador,I-LOC
13885,3875,Barranca,B-LOC
17301,5369,willkachasqa,I-LOC
763,173,',O
11450,2610,Mulinupampa,B-LOC
10077,2222,'3,O
14609,4337,Alonso,B-LOC
15105,4605,Marshall,I-PER
13637,3696,Mantaru,B-LOC
6487,1429,),O
4931,1081,kaynin,I-ORG
347,84,.,O
7592,1671,Vicente,B-ORG
5695,1258,'Pteronura,O
10579,2332,(,O
13950,3916,De,I-LOC
14734,4408,Lanchipa,I-LOC
977,222,Constantinescu,I-PER
9611,2118,.,O
4072,903,de,I-PER
398,96,Tiksi,I-PER
12863,3238,distritu,I-LOC
6157,1359,.,O
10799,2379,Chilipi,B-ORG
12838,3228,distritu,I-LOC
12272,2971,Atiquipa,B-LOC
2257,498,(,O
10047,2213,hirculus,O
11874,2790,distritu,I-LOC
16472,5104,Martínez,I-PER
3537,789,Llaqtap,I-ORG
6055,1335,Napu,I-ORG
2601,577,Iulius,I-PER
5595,1234,',O
12373,3020,Islay,B-LOC
9502,2095,Piluta,B-ORG
8882,1955,Rosa,I-PER
14726,4406,Alianza,I-LOC
4539,999,Suyumanmi,I-LOC
5597,1234,),O
9281,2047,Fermín,I-PER
7696,1696,von,I-PER
7232,1598,munisipyu,I-LOC
16164,5010,Íñigo,B-PER
11336,2565,San,B-LOC
3678,820,risirwa,I-ORG
6163,1360,munisipyu,I-LOC
598,140,',O
3884,864,Kupa,I-ORG
16594,5141,Pilar,I-PER
6597,1454,kiti,I-LOC
11927,2815,distritu,I-LOC
4640,1020,q'inti,I-LOC
9142,2018,Cristiano,B-PER
4599,1013,Tursiops,O
3278,729,Tupaq,B-PER
5976,1317,**,O
10195,2249,Wanuku,I-LOC
14152,4043,Putumayu,B-LOC
16681,5167,de,I-PER
3465,774,Chilipi,B-ORG
1560,347,(,I-LOC
2650,587,Suntur,I-ORG
13681,3735,San,B-LOC
14625,4345,Shanao,B-LOC
